generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
289000,Chlorurus_atrilunula,Scarus_altipinnis,8.8027,2.00392,-0.341159,0.026798,0
290000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.451773,-0.201675,0.205151,0
290000,Chlorurus_gibbus,Chlorurus_strongylocephalus_G,14.7438,1.10008,-0.118355,0.340287,0
290000,Chlorurus_atrilunula,Scarus_altipinnis,8.61406,1.40593,-0.289778,0.0180308,0
290000,Chlorurus_atrilunula,NA,15.2559,1.21112,0.0359528,0.0111598,0
291000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0782667,-0.0978956,0.0318813,0
291000,Scarus_rubroviolaceus_OM,NA,15.4582,1.10069,-0.0473436,0.403935,0
291000,Chlorurus_atrilunula,Scarus_altipinnis,7.75255,0.870625,-0.110704,0.0863628,0
292000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.526728,-0.126902,0.281272,0
292000,Chlorurus_atrilunula,Scarus_altipinnis,7.31245,1.23191,-0.135923,0.0911696,0
293000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,1.09745,-0.113446,0.393375,0
293000,Chlorurus_atrilunula,Scarus_altipinnis,7.83391,1.06909,-0.174355,0.0347044,0
294000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0409404,-0.0289668,0.00228514,0
294000,Chlorurus_atrilunula,Scarus_altipinnis,8.88884,1.49046,-0.273879,0.125262,0
295000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.11491,-0.366246,0.0243113,0
295000,Scarus_arabicus,NA,13.0592,0.430393,-0.0365515,0.349298,0
295000,Chlorurus_atrilunula,Scarus_altipinnis,8.87783,1.73505,-0.267112,0.126628,0
296000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.100094,-0.134419,0.0332087,0
296000,Chlorurus_atrilunula,Scarus_altipinnis,8.7909,1.37093,-0.176475,0.266571,0
296000,Scarus_coelestinus,NA,15.2231,0.298865,0.00031268,1.69052,0
297000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.102344,0.432651,0.146909,0
297000,Chlorurus_atrilunula,Scarus_altipinnis,8.10213,1.59768,-0.263137,0.0888404,0
298000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.431977,-0.198139,0.0420493,0
298000,Chlorurus_atrilunula,Scarus_altipinnis,7.87804,1.23418,-0.173005,0.0449881,0
299000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0317201,0.246207,0.0218608,0
299000,Chlorurus_atrilunula,Scarus_altipinnis,8.91238,1.93537,-0.272155,0.113827,0
300000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.213067,-0.0867714,0.288933,0
300000,Chlorurus_atrilunula,Scarus_altipinnis,8.56431,2.09084,-0.345009,0.106183,0
301000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.886296,-0.0734597,0.484796,0
301000,Chlorurus_atrilunula,Scarus_altipinnis,8.93572,2.62392,-0.300204,0.451904,0
302000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.152301,0.0252365,0.154141,0
302000,Chlorurus_atrilunula,Scarus_altipinnis,7.40223,1.98104,-0.264417,0.0264724,0
303000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.351745,-0.106886,0.186986,0
303000,Scarus_iseri,NA,15.375,0.0417173,-0.162692,2.23774,0
303000,Scarus_chameleon,Scarus_globiceps_GBR,11.7242,0.837825,0.0839377,0.90561,0
303000,Chlorurus_atrilunula,Scarus_altipinnis,8.54916,1.71268,-0.240761,0.245934,0
304000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.172752,0.0583668,0.570097,0
304000,Scarus_xanthopleura,NA,13.2023,0.458846,-0.215546,0.202878,0
304000,Scarus_globiceps_GBR,Scarus_rivulatus,14.2627,0.92572,0.206574,0.0741025,0
304000,Chlorurus_atrilunula,Scarus_altipinnis,8.70114,1.00489,-0.132117,0.105914,0
305000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.247513,-0.0390758,0.332292,0
305000,Chlorurus_atrilunula,Scarus_altipinnis,8.76947,1.2032,-0.215406,0.0166816,0
306000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0558827,-0.0462433,0.0288152,0
306000,Chlorurus_atrilunula,Scarus_altipinnis,7.73943,0.938094,-0.0950002,0.179377,0
307000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.283024,-0.0741142,0.124949,0
307000,Chlorurus_atrilunula,Scarus_altipinnis,8.90573,1.60941,-0.303247,0.00640081,0
308000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0728701,0.114443,0.0705679,0
308000,Chlorurus_atrilunula,Scarus_altipinnis,8.36248,0.969522,-0.146086,0.0576457,0
309000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0379955,0.221136,0.0406257,0
309000,Chlorurus_atrilunula,Scarus_altipinnis,8.14144,1.53062,-0.225628,0.0754791,0
310000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.358361,-0.0979342,0.177126,0
310000,Chlorurus_atrilunula,Scarus_altipinnis,8.71763,1.23341,-0.195581,0.112129,0
310000,Scarus_arabicus,NA,14.8064,0.0965085,-0.117098,0.361508,0
311000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0657362,0.199767,0.289294,0
311000,Chlorurus_atrilunula,Scarus_altipinnis,8.92258,0.652952,-0.159265,0.00615067,0
312000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.445835,-0.324503,0.0752106,0
312000,Chlorurus_atrilunula,Scarus_altipinnis,7.12593,0.742715,-0.0905569,0.130369,0
313000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.438373,-0.12006,0.194893,0
313000,Scarus_xanthopleura,NA,11.6427,0.422526,-0.464679,0.10296,0
313000,Chlorurus_atrilunula,Scarus_altipinnis,8.9404,1.94272,-0.320113,0.0852408,0
313000,Hipposcarus_harid,NA,15.4764,0.061404,-0.0543831,4.88952,0
314000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.609012,-0.0314128,0.465282,0
314000,Scarus_altipinnis,NA,15.4413,0.374651,-0.0624771,0.241843,0
314000,Scarus_spinus,NA,15.7171,0.329746,0.124304,1.50742,0
314000,Chlorurus_atrilunula,Scarus_altipinnis,8.35521,1.88733,-0.262782,0.044963,0
315000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.248705,-0.122295,0.0235136,0
315000,Scarus_coeruleus,NA,15.0783,0.588817,0.0716962,0.237317,0
315000,Chlorurus_atrilunula,Scarus_altipinnis,8.30287,1.99495,-0.219399,0.249973,0
315000,Cetoscarus_biocolor,NA,12.1618,0.401504,0.197176,2.36221,0
316000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.316622,-0.12161,0.127055,0
316000,Chlorurus_atrilunula,Scarus_altipinnis,7.05567,2.25707,-0.244484,0.0176457,0
317000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.852884,-0.0636487,0.736042,0
317000,Chlorurus_atrilunula,Scarus_altipinnis,8.28751,1.94227,-0.303677,0.0560112,0
318000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.205161,-0.166218,0.153531,0
318000,Chlorurus_atrilunula,Scarus_altipinnis,8.59058,1.51382,-0.205196,0.126432,0
319000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.319517,-0.0744158,0.531392,0
319000,Scarus_tricolor,NA,13.7478,0.237281,0.083505,0.319354,0
319000,Scarus_persicus,NA,15.3958,1.33737,-0.00805679,0.903268,0
319000,Chlorurus_atrilunula,Scarus_altipinnis,8.92702,2.39808,-0.347903,0.247144,0
320000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.919506,-0.198899,0.362085,0
320000,Chlorurus_atrilunula,Scarus_altipinnis,8.71962,2.14314,-0.289681,0.0686356,0
321000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.116819,0.0130062,0.133977,0
321000,Hipposcarus_longiceps,NA,13.8558,0.651093,0.558661,0.236923,0
321000,Chlorurus_atrilunula,Scarus_altipinnis,8.2999,2.02906,-0.25851,0.089313,0
322000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0263967,-0.0264917,0.149732,0
322000,Chlorurus_atrilunula,Scarus_altipinnis,8.58163,1.9559,-0.269456,0.0540373,0
323000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.322309,-0.276528,0.0402768,0
323000,Scarus_ferrugineus,Scarus_rubroviolaceus_EP,13.8354,1.04298,-0.20195,0.768856,0
323000,Chlorurus_atrilunula,Scarus_altipinnis,7.6644,1.86268,-0.267432,0.0668779,0
324000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.284863,-0.243907,0.0557585,0
324000,Chlorurus_atrilunula,Scarus_altipinnis,8.73314,0.942015,-0.0273104,3.67941,0
324000,Chlorurus_atrilunula,Scarus_altipinnis,8.86889,2.30143,-0.350075,0.0447981,0
325000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.128681,-0.120163,0.0112724,0
325000,Chlorurus_atrilunula,Scarus_altipinnis,8.59961,1.41966,-0.224497,0.0585415,0
326000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.631478,-0.234408,0.0779507,0
326000,Scarus_coelestinus,NA,15.6422,1.65886,0.33201,0.506586,0
326000,Chlorurus_atrilunula,Scarus_altipinnis,8.37446,1.09626,-0.15049,0.0415031,0
327000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.532775,-0.0715302,0.356531,0
327000,Scarus_koputea,NA,15.4306,0.655543,0.41118,4.50148,0
327000,Chlorurus_atrilunula,Scarus_altipinnis,6.98425,2.20135,-0.254473,0.00459651,0
328000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.10454,0.0792142,0.229705,0
328000,Chlorurus_atrilunula,Scarus_altipinnis,8.29542,1.60565,-0.24499,0.0430824,0
329000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.177087,-0.0229272,0.248698,0
329000,Chlorurus_atrilunula,Scarus_altipinnis,8.76219,1.70236,-0.254661,0.0247987,0
330000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.613442,-0.122785,0.223528,0
330000,Chlorurus_atrilunula,Scarus_altipinnis,8.39907,2.17254,-0.235498,0.227881,0
331000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.170729,0.293756,0.383818,0
331000,Scarus_xanthopleura,NA,15.0429,0.454915,-0.155225,0.0793925,0
331000,Chlorurus_atrilunula,Scarus_altipinnis,7.30283,1.11546,-0.155334,0.00488676,0
332000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0916662,0.00462064,0.149034,0
332000,Chlorurus_cyanescens,NA,15.4464,1.17411,-0.0369828,0.0347884,0
332000,Chlorurus_atrilunula,Scarus_altipinnis,5.61678,1.444,0.0120883,0.644251,0
332000,Chlorurus_atrilunula,Scarus_altipinnis,6.02859,2.00268,-0.386983,1.46379,0
332000,Chlorurus_atrilunula,Scarus_altipinnis,8.17391,1.50323,-0.209446,0.178659,0
333000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0504885,0.37516,0.0189755,0
333000,Chlorurus_atrilunula,Scarus_altipinnis,8.38058,2.21673,-0.247479,0.38074,0
334000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.388069,-0.240941,0.203625,0
334000,Chlorurus_atrilunula,Scarus_altipinnis,8.45198,0.956066,-0.172843,0.000151592,0
335000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.398511,-0.129282,0.0612013,0
335000,Scarus_russelii,NA,15.6997,2.8641,0.227614,1.40568,0
335000,Chlorurus_atrilunula,Scarus_altipinnis,8.83063,1.24131,-0.214429,0.0847399,0
336000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.512453,-0.198648,0.112807,0
336000,Scarus_xanthopleura,NA,12.2099,0.637696,0.0218062,1.05373,0
336000,Chlorurus_atrilunula,Scarus_altipinnis,8.91976,1.13357,-0.253228,0.0429306,0
337000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.442106,-0.00948142,0.375595,0
337000,Scarus_schlegeli,NA,15.4992,0.143744,-0.373663,0.955611,0
337000,Scarus_collana,NA,14.9105,0.826192,0.00585884,1.61279,0
337000,Scarus_psittacus,NA,13.0104,0.958648,-0.0248285,1.54455,0
337000,Chlorurus_atrilunula,Scarus_altipinnis,8.96597,0.79156,-0.169951,0.0134089,0
338000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.573023,-0.215965,0.107831,0
338000,Chlorurus_atrilunula,Scarus_altipinnis,8.34946,1.38249,-0.220744,0.0229459,0
339000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.235691,-0.0664159,0.10607,0
339000,Chlorurus_atrilunula,Scarus_altipinnis,8.83043,0.745376,-0.115513,0.0591807,0
340000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.151263,0.198444,0.4993,0
340000,Chlorurus_atrilunula,Scarus_altipinnis,6.86725,1.25989,-0.156629,0.011553,0
341000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.415741,-0.119798,0.13521,0
341000,Chlorurus_atrilunula,Scarus_altipinnis,8.69704,1.0536,-0.16309,0.0166047,0
342000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.38859,-0.27684,0.0616699,0
342000,Chlorurus_atrilunula,Scarus_altipinnis,8.47369,1.04068,-0.150019,0.0282537,0
342000,Cetoscarus_biocolor,NA,6.92451,0.0894663,0.151862,0.390385,0
343000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.181831,-0.0891131,0.378482,0
343000,Chlorurus_atrilunula,Scarus_altipinnis,8.89958,1.22968,-0.231033,0.0443612,0
344000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.121672,0.099103,0.20103,0
344000,Chlorurus_sordidus_IO,NA,15.4095,0.28216,0.137279,0.684644,0
344000,Chlorurus_sordidus_IO,NA,15.655,1.90303,0.0431563,1.48574,0
344000,Scarus_xanthopleura,NA,14.7418,0.786962,-0.00377705,0.37807,0
344000,Chlorurus_atrilunula,Scarus_altipinnis,8.82763,0.793441,-0.0937238,0.0200252,0
345000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.211943,-0.071116,0.116107,0
345000,Chlorurus_atrilunula,Scarus_altipinnis,8.44083,1.30175,-0.16613,0.279145,0
346000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0870887,0.150597,0.0843868,0
346000,Chlorurus_atrilunula,Scarus_altipinnis,8.94264,1.08852,-0.177907,0.142647,0
347000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.396397,-0.123697,0.054945,0
347000,Chlorurus_atrilunula,Scarus_altipinnis,8.92289,1.63044,-0.287372,0.0662888,0
348000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.266126,0.000258247,0.61286,0
348000,Chlorurus_atrilunula,Scarus_altipinnis,8.83865,1.69577,-0.306939,0.0237424,0
349000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.698167,-0.370849,0.215539,0
349000,Chlorurus_atrilunula,Scarus_altipinnis,8.6065,1.66338,-0.211282,0.157745,0
350000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.032951,0.0988947,0.00599376,0
350000,Chlorurus_atrilunula,Scarus_altipinnis,8.4184,1.20265,-0.188034,0.0175952,0
351000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0858449,0.444546,0.105816,0
351000,Scarus_fuscopurpureus,NA,14.8255,0.765872,0.0582152,3.65338,0
351000,Chlorurus_atrilunula,Scarus_altipinnis,8.28921,0.774216,-0.063376,0.085649,0
352000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.765535,-0.277714,0.0601377,0
352000,Chlorurus_gibbus,Chlorurus_microrhinos_G,14.2103,1.55942,-0.0386156,0.110619,0
352000,Chlorurus_atrilunula,Scarus_altipinnis,7.17156,0.649446,-0.08518,0.0120015,0
353000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.274318,-0.0808544,0.183173,0
353000,Chlorurus_atrilunula,Scarus_altipinnis,3.82944,0.667709,-0.042905,0.00161038,0
354000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0821036,0.190446,0.0374884,0
354000,Scarus_altipinnis,NA,15.4327,1.65045,0.0205224,1.03178,0
354000,Cetoscarus_biocolor,NA,8.52857,0.251961,-0.0276795,0.704415,0
354000,Scarus_frenatus,NA,15.4385,1.15439,-0.222351,1.59276,0
354000,Chlorurus_atrilunula,Scarus_altipinnis,8.38975,0.904477,-0.132131,0.13356,0
355000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.622473,-0.138286,0.486612,0
355000,Chlorurus_atrilunula,Scarus_altipinnis,8.83113,1.38641,-0.257137,0.0795241,0
356000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.675257,-0.147438,0.224593,0
356000,Chlorurus_atrilunula,Scarus_altipinnis,8.49753,1.73601,-0.282353,0.0683443,0
357000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0906889,0.289562,0.0490254,0
357000,Chlorurus_atrilunula,Scarus_altipinnis,8.46439,1.17433,-0.196238,0.128052,0
358000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.127764,-0.189664,0.00727261,0
358000,Chlorurus_atrilunula,Scarus_altipinnis,8.81089,1.19797,-0.200579,0.142223,0
359000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,1.02167,-0.198954,0.559566,0
359000,Chlorurus_atrilunula,Scarus_altipinnis,5.77698,0.852432,-0.0926311,0.104035,0
359000,Cetoscarus_biocolor,NA,7.53605,2.49586,-0.468681,1.03517,0
360000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.410471,0.116309,0.749548,0
360000,Scarus_spinus,Scarus_viridifucatus,13.1437,0.356063,0.455432,0.0752449,0
360000,Chlorurus_atrilunula,Scarus_altipinnis,5.20387,0.410594,-0.00991131,0.00948748,0
361000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.203877,-0.0446397,0.395498,0
361000,Chlorurus_atrilunula,Scarus_altipinnis,8.91051,1.00849,-0.197216,0.117799,0
362000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.294487,-0.0633976,0.386608,0
362000,Chlorurus_atrilunula,Scarus_altipinnis,8.29769,1.05761,-0.167738,0.0545502,0
363000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.416198,-0.0721683,0.19784,0
363000,Chlorurus_atrilunula,Scarus_altipinnis,7.22885,1.37744,-0.181613,0.113936,0
364000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.194794,-0.0519461,0.133074,0
364000,Scarus_flavipectoralis,NA,14.6925,0.0825567,0.12311,0.174181,0
364000,Chlorurus_atrilunula,Scarus_altipinnis,7.47743,1.13857,-0.165973,0.0406877,0
365000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0706846,0.0407821,0.115526,0
365000,Chlorurus_atrilunula,Scarus_altipinnis,8.47871,0.837567,-0.135823,0.0297861,0
366000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0568554,-0.130629,0.0409582,0
366000,Scarus_persicus,NA,15.2411,0.419013,-0.00870022,0.780642,0
366000,Chlorurus_atrilunula,Scarus_altipinnis,8.5621,0.8269,-0.186297,0.00421093,0
367000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.647005,-0.202456,0.285305,0
367000,Chlorurus_atrilunula,Scarus_altipinnis,8.67016,1.33223,-0.25628,0.0601874,0
368000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0690026,0.0677781,0.0453602,0
368000,Chlorurus_atrilunula,Scarus_altipinnis,8.87496,1.73069,-0.257832,0.23244,0
368000,Hipposcarus_longiceps,NA,14.5749,1.22567,-0.252489,0.0154073,0
369000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,1.36356,-0.34641,0.182468,0
369000,Chlorurus_atrilunula,Scarus_altipinnis,8.37376,0.867032,-0.141798,0.014574,0
370000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.123101,-0.218752,0.00748349,0
370000,Scarus_koputea,NA,15.6345,2.799,-0.177916,0.245014,0
370000,Chlorurus_atrilunula,Scarus_altipinnis,8.71479,1.32112,-0.207902,0.0909673,0
371000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.415261,-0.0317582,0.518029,0
371000,Chlorurus_atrilunula,Scarus_altipinnis,3.52551,0.209365,-0.0825262,1.28117,0
371000,Chlorurus_atrilunula,Scarus_altipinnis,8.94205,1.39749,-0.229362,0.0816359,0
372000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.434517,-0.154632,0.305045,0
372000,Chlorurus_atrilunula,Scarus_altipinnis,8.52178,1.93033,-0.262739,0.0588104,0
373000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0530067,0.0611219,0.201427,0
373000,Chlorurus_atrilunula,Scarus_altipinnis,6.48973,1.23619,-0.158999,0.00843371,0
374000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.350977,-0.124621,0.151642,0
374000,Chlorurus_atrilunula,Scarus_altipinnis,8.52158,2.12912,-0.302786,0.0908756,0
375000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,1.52123,-0.218624,0.231859,0
375000,Chlorurus_atrilunula,Scarus_altipinnis,8.84266,1.66042,-0.268682,0.101515,0
375000,Cetoscarus_biocolor,NA,6.19814,0.453484,-0.133335,1.32973,0
376000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.507142,-0.113787,0.603152,0
376000,Scarus_frenatus,NA,14.2845,0.251607,0.0226641,2.46019,0
376000,Chlorurus_atrilunula,Scarus_altipinnis,8.7581,2.13955,-0.31476,0.086447,0
377000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.174755,-0.0399665,0.242128,0
377000,Scarus_zufar,NA,13.223,0.108789,0.0704744,0.0358565,0
377000,Chlorurus_atrilunula,Scarus_altipinnis,8.71464,2.12475,-0.241631,0.204456,0
378000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.159509,-0.126939,0.0855819,0
378000,Chlorurus_atrilunula,Scarus_altipinnis,8.90159,1.70178,-0.320666,0.0284538,0
379000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.329081,-0.355134,0.172047,0
379000,Scarus_russelii,NA,14.6845,0.0264935,0.138653,0.475264,0
379000,Chlorurus_atrilunula,Scarus_altipinnis,8.28535,1.16564,-0.20144,0.00379129,0
380000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.206489,-0.0152494,0.157366,0
380000,Chlorurus_atrilunula,Scarus_altipinnis,8.94867,1.37705,-0.230141,0.194431,0
381000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.24947,-0.129186,0.0975857,0
381000,Chlorurus_atrilunula,Scarus_altipinnis,8.68333,2.35804,-0.336317,0.0147426,0
382000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0638351,0.093235,0.131968,0
382000,Chlorurus_atrilunula,Scarus_altipinnis,8.74655,2.23169,-0.252773,0.251294,0
383000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,1.11365,-0.252772,0.265937,0
383000,Chlorurus_atrilunula,Scarus_altipinnis,8.33972,1.10659,-0.170658,0.0841587,0
384000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.279697,-0.0891285,0.0107743,0
384000,Chlorurus_atrilunula,Scarus_altipinnis,8.57774,1.78288,-0.233267,0.0990987,0
385000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.468672,-0.160901,0.255653,0
385000,Chlorurus_atrilunula,Scarus_altipinnis,8.7866,1.42569,-0.247304,0.0969754,0
386000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0159192,0.160523,0.1844,0
386000,Chlorurus_bowersi,NA,15.7428,1.83769,0.050611,1.53868,0
386000,Scarus_schlegeli,NA,15.6867,0.0493867,-0.14376,0.0519337,0
386000,Chlorurus_atrilunula,Scarus_altipinnis,8.93005,1.09554,-0.184398,0.190146,0
387000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0630041,0.156897,0.0513478,0
387000,Chlorurus_atrilunula,Scarus_altipinnis,7.74153,0.741395,-0.104339,0.0402874,0
388000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0574059,-0.0378167,0.0504611,0
388000,Chlorurus_atrilunula,Scarus_altipinnis,8.45566,0.718972,-0.116974,0.0141987,0
389000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.160656,-0.0846782,0.200376,0
389000,Scarus_perrico,NA,14.9296,1.20615,-0.019535,1.24321,0
389000,Chlorurus_atrilunula,Scarus_altipinnis,8.59979,1.02144,-0.219005,0.0360406,0
390000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.382861,-0.295892,0.095542,0
390000,Chlorurus_atrilunula,Scarus_altipinnis,8.93978,1.39608,-0.255633,0.034835,0
391000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0359453,0.29376,0.145687,0
391000,Chlorurus_atrilunula,Scarus_altipinnis,8.86864,1.35591,-0.214968,0.124402,0
392000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0421983,-0.0968328,0.0719715,0
392000,Chlorurus_atrilunula,Scarus_altipinnis,8.53004,1.55538,-0.206768,0.190487,0
393000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0729169,-0.0231222,0.0138058,0
393000,Scarus_forsteni,Scarus_tricolor,13.404,0.592762,0.213583,0.446652,0
393000,Chlorurus_atrilunula,Scarus_altipinnis,8.67836,2.35323,-0.286801,0.172211,0
394000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.267965,-0.0324734,0.311194,0
394000,Chlorurus_atrilunula,Scarus_altipinnis,8.4087,0.998916,-0.146701,0.11588,0
395000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.41383,-0.100624,0.216536,0
395000,Chlorurus_atrilunula,Scarus_altipinnis,8.69134,2.08112,-0.302633,0.07428,0
396000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.696156,-0.212847,0.244421,0
396000,Chlorurus_atrilunula,Scarus_altipinnis,7.97867,1.91075,-0.268274,0.00915992,0
397000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.285494,-0.0605839,0.103692,0
397000,Chlorurus_gibbus,Chlorurus_strongylocephalus_G,15.101,2.26442,-0.0111983,0.797884,0
397000,Scarus_quoyi,NA,15.0964,1.04775,0.181585,0.196056,0
397000,Scarus_collana,NA,13.2215,0.267507,0.252635,1.3677,0
397000,Chlorurus_atrilunula,Scarus_altipinnis,8.04288,2.49291,-0.308991,0.0264785,0
398000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.319452,-0.0962619,0.181269,0
398000,Chlorurus_atrilunula,Scarus_altipinnis,8.51902,1.60011,-0.245933,0.163768,0
399000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.13353,-0.144146,0.0514076,0
399000,Scarus_chameleon,Scarus_festivus,14.5246,0.551628,-0.0504439,0.597253,0
399000,Chlorurus_atrilunula,Scarus_altipinnis,8.33303,1.15134,-0.172442,0.00300637,0
400000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.208692,-0.111452,0.168202,0
400000,Chlorurus_atrilunula,Scarus_altipinnis,8.97031,1.76581,-0.278173,0.0531567,0
401000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0296825,0.0225087,0.0538284,0
401000,Chlorurus_atrilunula,Scarus_altipinnis,8.44385,1.18205,-0.2239,0.0102702,0
402000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0224356,0.38977,0.10735,0
402000,Chlorurus_atrilunula,Scarus_altipinnis,8.84806,1.48016,-0.262747,0.188064,0
