generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
1089000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,1.01143,-0.303826,0.345536,0
1089000,Chlorurus_atrilunula,Scarus_altipinnis,8.61166,1.90623,-0.289808,0.0462974,0
1090000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.136656,0.157094,0.171045,0
1090000,Chlorurus_atrilunula,Scarus_altipinnis,8.503,1.79712,-0.279846,0.169652,0
1091000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.189627,0.190867,0.382998,0
1091000,Chlorurus_atrilunula,Scarus_altipinnis,8.61782,1.42062,-0.233408,0.0315203,0
1092000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.149963,-0.0990208,0.0934539,0
1092000,Chlorurus_atrilunula,Scarus_altipinnis,7.79675,0.97845,-0.134748,0.121262,0
1093000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.371136,0.396896,0.846929,0
1093000,Chlorurus_atrilunula,Scarus_altipinnis,8.95181,1.2179,-0.173042,0.153649,0
1094000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.379089,-0.161144,0.333095,0
1094000,Chlorurus_atrilunula,Scarus_altipinnis,8.01884,1.18258,-0.193377,0.0503851,0
1094000,Cetoscarus_biocolor,NA,14.9919,0.846904,-0.0522549,1.40922,0
1095000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0222794,0.24093,0.0579175,0
1095000,Chlorurus_atrilunula,Scarus_altipinnis,7.91301,1.12588,-0.125836,0.22083,0
1096000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.276206,-0.0725358,0.171104,0
1096000,Chlorurus_atrilunula,Scarus_altipinnis,8.97954,1.27125,-0.230006,0.172203,0
1097000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.323928,-0.193528,0.00625173,0
1097000,Scarus_tricolor,NA,14.5202,0.0615257,-0.405701,0.038301,0
1097000,Chlorurus_atrilunula,Scarus_altipinnis,8.751,1.74945,-0.271185,0.11085,0
1098000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.674976,-0.211989,0.193638,0
1098000,Chlorurus_atrilunula,Scarus_altipinnis,7.52678,0.914063,-0.0999585,0.171736,0
1099000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.109013,-0.106245,0.0760623,0
1099000,Scarus_spinus,NA,15.7708,1.37385,0.159714,1.36169,0
1099000,Scarus_trispinosus,NA,15.1725,0.305257,-0.0328879,0.23921,0
1099000,Chlorurus_atrilunula,Scarus_altipinnis,8.00939,0.900562,-0.158908,0.049827,0
1100000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.303976,-0.0713918,0.300775,0
1100000,Scarus_compressus,Scarus_ghobban_GBR,14.3951,1.1616,0.172378,2.64611,0
1100000,Chlorurus_atrilunula,Scarus_altipinnis,7.99197,2.71213,-0.257974,0.11943,0
1101000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.772181,-0.244952,0.222245,0
1101000,Chlorurus_atrilunula,Scarus_altipinnis,7.90355,2.48463,-0.283481,0.0227641,0
1102000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.249915,-0.407214,0.274366,0
1102000,Hipposcarus_harid,Hipposcarus_longiceps,10.8761,1.00759,-0.305135,0.0670337,0
1102000,Chlorurus_atrilunula,Scarus_altipinnis,8.98608,1.31007,-0.239711,0.000959963,0
1103000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.270251,0.00269796,0.326528,0
1103000,Chlorurus_atrilunula,Scarus_altipinnis,8.67254,1.38995,-0.184275,0.102768,0
1104000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.387782,-0.0521585,0.3753,0
1104000,Scarus_arabicus,NA,14.8017,0.545236,-0.19115,0.236776,0
1104000,Chlorurus_atrilunula,Scarus_altipinnis,8.61213,1.36123,-0.257314,0.0282243,0
1105000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0738509,0.294982,0.046477,0
1105000,Chlorurus_atrilunula,Scarus_altipinnis,8.36742,1.4152,-0.206885,0.113796,0
1106000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0932551,0.00383478,0.0607837,0
1106000,Scarus_dimidiatus,NA,15.4994,0.0461317,0.191827,0.997019,0
1106000,Scarus_oviceps,NA,14.5355,0.118182,-0.0275957,2.07181,0
1106000,Chlorurus_atrilunula,Scarus_altipinnis,7.82762,1.54268,-0.234866,0.144482,0
1107000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0813606,-0.0189538,0.00843272,0
1107000,Scarus_coelestinus,NA,14.9628,0.33631,0.252088,2.35013,0
1107000,Chlorurus_gibbus,Chlorurus_microrhinos_G,13.3246,0.656259,-0.00777043,0.591286,0
1107000,Chlorurus_atrilunula,Scarus_altipinnis,8.06727,2.0869,-0.288869,0.00241273,0
1108000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0622961,-0.0535118,0.080309,0
1108000,Scarus_forsteni,NA,15.521,0.973114,-0.0588736,1.82742,0
1108000,Chlorurus_atrilunula,Scarus_altipinnis,8.9167,2.93273,-0.343036,0.260017,0
1109000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.114151,0.315803,0.161676,0
1109000,Chlorurus_atrilunula,Scarus_altipinnis,8.46465,2.16126,-0.296767,0.121185,0
1110000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.151709,-0.127432,0.0422501,0
1110000,Chlorurus_atrilunula,Scarus_altipinnis,8.91789,2.50979,-0.36387,0.0803154,0
1111000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0858545,0.131604,0.163826,0
1111000,Scarus_oviceps,Scarus_scaber,13.9708,0.0863732,-0.150893,0.0399915,0
1111000,Chlorurus_atrilunula,Scarus_altipinnis,8.91601,1.94364,-0.219413,0.46505,0
1112000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,1.43731,-0.254191,0.18543,0
1112000,Scarus_persicus,NA,14.6807,0.996985,-0.0156684,0.481434,0
1112000,Chlorurus_atrilunula,Scarus_altipinnis,8.84649,2.09641,-0.308062,0.0432077,0
1113000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.099751,0.0238149,0.143956,0
1113000,Chlorurus_gibbus,Chlorurus_microrhinos_G,13.45,0.538306,0.101637,0.274576,0
1113000,Scarus_scaber,NA,15.1374,0.693703,-0.201528,0.0496357,0
1113000,Chlorurus_atrilunula,Scarus_altipinnis,8.92802,0.81909,-0.180789,0.143653,0
1114000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0215667,0.209931,0.168553,0
1114000,Chlorurus_enneacanthus,Chlorurus_frontalis,14.2746,0.466712,0.185144,0.0867928,0
1114000,Scarus_flavipectoralis,NA,15.596,0.400398,0.322535,0.0762511,0
1114000,Cetoscarus_biocolor,NA,13.6359,0.100124,0.139039,0.0880709,0
1114000,Scarus_altipinnis,Scarus_collana,9.33909,1.93848,-0.38907,0.149974,0
1114000,Chlorurus_atrilunula,Scarus_altipinnis,4.90876,0.378441,0.0683725,0.113561,0
1114000,Scarus_dubius,NA,14.5638,0.188574,0.272387,1.06145,0
1115000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.350082,0.00185029,0.393147,0
1115000,Hipposcarus_harid,NA,14.4606,0.461519,0.00171522,0.388655,0
1115000,Cetoscarus_biocolor,NA,10.8335,0.221113,0.337734,0.977183,0
1115000,Cetoscarus_biocolor,NA,11.5371,0.0372643,0.233436,1.06231,0
1115000,Chlorurus_atrilunula,Scarus_altipinnis,7.86797,0.76763,-0.0902601,0.104196,0
1115000,Scarus_collana,NA,15.0492,0.349847,-0.101811,1.35179,0
1116000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.452085,-0.237051,0.139742,0
1116000,Chlorurus_atrilunula,Scarus_altipinnis,8.46028,0.978214,-0.195949,0.052306,0
1117000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.390204,-0.0823209,0.316161,0
1117000,Chlorurus_atrilunula,Scarus_altipinnis,6.67374,0.94569,-0.0889448,0.190011,0
1118000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.167498,-0.0411026,0.113137,0
1118000,Chlorurus_atrilunula,Scarus_altipinnis,7.145,1.5521,-0.181664,0.101631,0
1119000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.12348,-0.248421,0.0469153,0
1119000,Chlorurus_atrilunula,Scarus_altipinnis,8.77627,3.04439,-0.368841,0.0168954,0
1120000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0563965,-0.0757636,0.195235,0
1120000,Chlorurus_sordidus_IO,NA,15.7503,0.0672718,0.101388,0.278822,0
1120000,Scarus_altipinnis,NA,14.7284,0.0886614,-0.00191581,0.758213,0
1120000,Hipposcarus_harid,Hipposcarus_longiceps,7.97134,0.18855,0.439574,0.590734,0
1120000,Chlorurus_atrilunula,Scarus_altipinnis,8.59608,1.57081,-0.25793,0.0670959,0
1121000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.168546,-0.0215862,0.172107,0
1121000,Scarus_niger,NA,15.2777,0.254023,0.00231168,0.575139,0
1121000,Cetoscarus_biocolor,NA,3.81196,0.928078,-0.167993,0.467041,0
1121000,Chlorurus_atrilunula,Scarus_altipinnis,8.76377,1.22578,-0.170821,0.19014,0
1122000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.239214,-0.355698,0.0383263,0
1122000,Chlorurus_atrilunula,NA,15.2897,1.7534,0.18345,1.58412,0
1122000,Chlorurus_atrilunula,Scarus_altipinnis,8.78517,1.20748,-0.233259,0.0835025,0
1123000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.455035,-0.0618166,0.32793,0
1123000,Chlorurus_atrilunula,Scarus_altipinnis,8.88615,1.01057,-0.206698,0.0379165,0
1124000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.38173,-0.0873463,0.268629,0
1124000,Hipposcarus_harid,NA,15.6127,0.0520964,0.00462602,0.973553,0
1124000,Chlorurus_atrilunula,Scarus_altipinnis,8.13463,1.73264,-0.270889,0.0715438,0
1125000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0513263,0.097916,0.0956148,0
1125000,Chlorurus_atrilunula,Scarus_altipinnis,7.59969,1.66155,-0.244344,0.0111961,0
1126000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.382888,-0.161899,0.201077,0
1126000,Chlorurus_atrilunula,Scarus_altipinnis,8.79971,1.18057,-0.224719,0.118046,0
1127000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.195371,-0.0207786,0.251912,0
1127000,Scarus_arabicus,NA,14.7694,0.0367889,0.293193,0.115235,0
1127000,Chlorurus_atrilunula,Scarus_altipinnis,8.95457,1.46759,-0.261058,0.0436537,0
1128000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.553345,-0.0912078,0.084849,0
1128000,Chlorurus_atrilunula,Scarus_altipinnis,8.90126,1.03339,-0.188827,0.0500384,0
1129000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.636971,-0.280579,0.109311,0
1129000,Chlorurus_atrilunula,Scarus_altipinnis,8.97637,1.52895,-0.279122,0.0303357,0
1130000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,1.37741,-0.164148,0.591625,0
1130000,Chlorurus_atrilunula,Scarus_altipinnis,8.92195,1.5674,-0.268018,0.123853,0
1131000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.167192,-0.246186,0.0558759,0
1131000,Hipposcarus_harid,Hipposcarus_longiceps,9.76227,0.24681,0.105959,0.0058407,0
1131000,Scarus_dimidiatus,NA,15.1002,0.150089,-0.000237401,0.578276,0
1131000,Chlorurus_atrilunula,Scarus_altipinnis,8.30355,1.25517,-0.193888,0.0884129,0
1132000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.44364,0.448253,0.968427,0
1132000,Chlorurus_atrilunula,Scarus_altipinnis,8.84273,0.791517,-0.175387,0.00177916,0
1133000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.243909,-0.146182,0.123081,0
1133000,Chlorurus_atrilunula,Scarus_altipinnis,5.90339,0.649044,-0.0375974,2.18892,0
1133000,Chlorurus_atrilunula,Scarus_altipinnis,8.90648,1.04225,-0.189758,0.0296804,0
1134000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0293965,0.271668,0.0710834,0
1134000,Chlorurus_atrilunula,Scarus_altipinnis,7.59771,1.03891,-0.162233,0.0642169,0
1135000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.395802,-0.161788,0.0452609,0
1135000,Scarus_arabicus,NA,14.4848,0.679064,-0.00833369,0.520551,0
1135000,Chlorurus_atrilunula,Scarus_altipinnis,8.38011,1.16027,-0.163154,0.0345677,0
1136000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.393452,-0.0444654,0.314371,0
1136000,Chlorurus_atrilunula,Scarus_altipinnis,7.91048,1.07465,-0.113811,0.20741,0
1137000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.706662,-0.0512121,0.837592,0
1137000,Scarus_tricolor,NA,15.5413,0.0286364,0.400486,0.977324,0
1137000,Scarus_coeruleus,NA,15.7845,1.3298,0.0430129,2.30629,0
1137000,Chlorurus_atrilunula,Scarus_altipinnis,8.88614,0.900077,-0.152967,0.0389968,0
1138000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.414311,-0.0965272,0.251986,0
1138000,Chlorurus_atrilunula,Scarus_altipinnis,8.46872,0.909309,-0.103403,0.130723,0
1139000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.441606,-0.243214,0.0567777,0
1139000,Chlorurus_atrilunula,Scarus_altipinnis,8.8291,0.77513,-0.105905,0.0165999,0
1140000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.450442,-0.211124,0.0238204,0
1140000,Chlorurus_atrilunula,Scarus_altipinnis,8.65665,1.94971,-0.299829,0.183779,0
1141000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.508517,-0.0489054,0.533785,0
1141000,Chlorurus_atrilunula,Scarus_altipinnis,8.76196,1.74676,-0.222427,0.207527,0
1142000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.74379,-0.237709,0.330338,0
1142000,Chlorurus_atrilunula,Scarus_altipinnis,8.69048,2.21925,-0.308377,0.100271,0
1143000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.362732,-0.0677636,0.241564,0
1143000,Chlorurus_atrilunula,Scarus_altipinnis,8.68741,2.14012,-0.277848,0.252957,0
1144000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.145287,0.180253,0.316329,0
1144000,Scarus_xanthopleura,NA,14.7718,0.110299,0.120655,1.36423,0
1144000,Chlorurus_atrilunula,Scarus_altipinnis,8.71899,1.15822,-0.146781,0.164361,0
1145000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.380966,-0.246018,0.154616,0
1145000,Chlorurus_atrilunula,Scarus_altipinnis,6.91673,0.925192,-0.11247,0.0524373,0
1146000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.398435,-0.036705,0.311131,0
1146000,Chlorurus_atrilunula,Scarus_altipinnis,8.89142,2.33418,-0.329449,0.0443999,0
1147000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.255422,-0.175598,0.0125247,0
1147000,Chlorurus_atrilunula,Scarus_altipinnis,8.44499,1.5844,-0.277024,0.000389194,0
1148000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.628964,-0.219874,0.0509695,0
1148000,Scarus_dimidiatus,NA,15.7813,0.885296,0.0246933,0.984755,0
1148000,Scarus_frenatus,NA,15.336,0.340469,-0.10068,0.630743,0
1148000,Scarus_spinus,NA,14.6135,0.601871,-0.188255,1.27657,0
1148000,Chlorurus_atrilunula,Scarus_altipinnis,8.57758,1.36017,-0.188919,0.200754,0
1149000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.360446,0.0656975,0.375273,0
1149000,Scarus_altipinnis,Scarus_collana,9.28762,0.973973,-0.223481,0.115969,0
1150000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.101596,0.0305297,0.198825,0
1150000,Scarus_arabicus,NA,13.0361,0.309403,-0.35488,0.572162,0
1150000,Chlorurus_atrilunula,Scarus_altipinnis,7.66774,1.4846,-0.204948,0.0982324,0
1151000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.161861,-0.0398969,0.128484,0
1151000,Chlorurus_atrilunula,Scarus_altipinnis,8.10624,1.56609,-0.195739,0.15931,0
1152000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0383379,-0.2609,0.115066,0
1152000,Chlorurus_atrilunula,Scarus_altipinnis,8.03285,1.29909,-0.190103,0.10548,0
1153000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.403292,-0.138661,0.177552,0
1153000,Chlorurus_atrilunula,Scarus_altipinnis,8.30961,1.15566,-0.145255,0.0651802,0
1154000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0890101,0.229219,0.234199,0
1154000,Chlorurus_atrilunula,Scarus_altipinnis,8.86249,1.58688,-0.2203,0.183323,0
1155000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.374299,-0.252244,0.048588,0
1155000,Scarus_altipinnis,NA,14.5247,1.03408,-0.157874,3.16745,0
1155000,Chlorurus_atrilunula,Scarus_altipinnis,7.61795,1.10249,-0.174113,0.071831,0
1156000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.550756,-0.0760855,0.473631,0
1156000,Chlorurus_microrhinos_G,Chlorurus_microrhinos_R,15.2192,0.317067,0.012817,0.726463,0
1156000,Chlorurus_atrilunula,Scarus_altipinnis,8.75807,1.40359,-0.186692,0.064289,0
1157000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.202823,0.238591,0.573738,0
1157000,Scarus_psittacus,NA,15.7535,0.00670836,-0.114455,0.373303,0
1157000,Chlorurus_atrilunula,Scarus_altipinnis,8.64503,2.03285,-0.288709,0.0749489,0
1158000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.97646,-0.390659,0.309347,0
1158000,Chlorurus_atrilunula,Scarus_altipinnis,8.83339,1.63719,-0.235636,0.049269,0
1159000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0217991,0.385142,0.0381739,0
1159000,Chlorurus_strongylocephalus_G,NA,15.4065,0.126051,-0.108701,0.597926,0
1159000,Hipposcarus_harid,Hipposcarus_longiceps,10.6603,0.0815106,-0.112112,0.0277117,0
1159000,Chlorurus_atrilunula,Scarus_altipinnis,8.06929,1.71583,-0.23556,0.107794,0
1160000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.556188,-0.147124,0.175789,0
1160000,Scarus_chameleon,Scarus_festivus,15.0602,1.09564,-0.220916,0.109392,0
1160000,Chlorurus_atrilunula,Scarus_altipinnis,8.88433,1.51186,-0.24778,0.161587,0
1161000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.117932,-0.00712361,0.13019,0
1161000,Scarus_altipinnis,Scarus_collana,9.73778,0.725931,-0.139627,0.119383,0
1161000,Chlorurus_atrilunula,Scarus_altipinnis,6.08977,0.430339,0.0574341,0.306115,0
1161000,Hipposcarus_harid,NA,12.5643,0.100911,0.0321774,0.537669,0
1162000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.213195,0.303766,0.422119,0
1162000,Chlorurus_oedema,NA,15.3488,0.074051,0.0588625,0.567588,0
1162000,Chlorurus_atrilunula,Chlorurus_bleekeri,11.4455,2.00033,-0.279516,0.0382607,0
1162000,Scarus_altipinnis,Scarus_collana,9.62711,1.25843,-0.264199,0.0204895,0
1163000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.62568,-0.102184,0.198684,0
1163000,Scarus_spinus,NA,15.7785,0.120829,0.132378,0.924672,0
1163000,Scarus_rivulatus,NA,15.7058,0.912514,-0.0814994,1.56847,0
1163000,Chlorurus_atrilunula,Scarus_altipinnis,8.63096,0.677068,-0.23427,1.78074,0
1163000,Chlorurus_atrilunula,Scarus_altipinnis,8.98371,1.66659,-0.246385,0.29586,0
1164000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0649323,-0.0248874,0.103873,0
1164000,Chlorurus_atrilunula,Scarus_altipinnis,8.92164,0.892535,-0.180593,0.00925658,0
1165000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.282267,-0.191682,0.088131,0
1165000,Chlorurus_atrilunula,Scarus_altipinnis,8.32247,0.963601,-0.169274,0.0408705,0
1166000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.658728,-0.170258,0.531648,0
1166000,Chlorurus_atrilunula,Scarus_altipinnis,8.96625,1.51958,-0.227129,0.0746959,0
1167000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.803393,-0.227728,0.258111,0
1167000,Scarus_frenatus,NA,14.6912,0.513673,0.190709,0.707951,0
1167000,Chlorurus_atrilunula,Scarus_altipinnis,8.58436,1.31002,-0.189968,0.0242684,0
1168000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.474386,-0.0731888,0.336247,0
1168000,Chlorurus_atrilunula,Scarus_altipinnis,8.45431,1.80138,-0.211708,0.190866,0
1169000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,1.19185,-0.270787,0.114154,0
1169000,Chlorurus_atrilunula,Scarus_altipinnis,8.60603,1.43467,-0.238654,0.0341053,0
1170000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,1.26167,-0.143976,0.356548,0
1170000,Chlorurus_atrilunula,Scarus_altipinnis,6.94668,1.81565,-0.206044,0.0171381,0
1170000,Cetoscarus_biocolor,NA,8.58955,0.012258,-0.396271,1.12774,0
1171000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.847624,-0.160267,0.304114,0
1171000,Chlorurus_atrilunula,Scarus_altipinnis,5.17541,1.18092,-0.130738,0.0536294,0
1172000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.302069,-0.387065,0.23385,0
1172000,Chlorurus_atrilunula,Scarus_altipinnis,8.98786,1.07218,-0.274349,0.0409177,0
1173000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.608441,-0.0930456,0.415862,0
1173000,Chlorurus_atrilunula,Scarus_altipinnis,8.71611,1.47369,-0.238681,0.0455657,0
1174000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.342877,-0.200568,0.0495664,0
1174000,Scarus_quoyi,NA,15.6444,0.321189,-0.015993,1.46548,0
1174000,Chlorurus_atrilunula,Scarus_altipinnis,7.90016,1.79511,-0.261758,0.0174775,0
1175000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0848392,0.318466,0.315021,0
1175000,Scarus_dimidiatus,NA,13.7949,0.0158777,-0.2531,0.110403,0
1175000,Chlorurus_atrilunula,Scarus_altipinnis,8.52076,1.43135,-0.211342,0.0665357,0
1175000,Hipposcarus_longiceps,NA,15.1833,1.82963,0.292418,1.34198,0
1176000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.115374,-0.0696626,0.170282,0
1176000,Chlorurus_atrilunula,Scarus_altipinnis,7.46239,1.04517,-0.126731,0.0169026,0
1177000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.348294,-0.28175,0.342123,0
1177000,Hipposcarus_harid,NA,15.1801,0.137873,-0.2686,0.257648,0
1177000,Chlorurus_atrilunula,Hipposcarus_harid,3.38901,0.658317,-0.0709604,0.0246542,0
1178000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.089401,-0.144577,0.0753709,0
1178000,Scarus_dimidiatus,NA,15.5216,4.58534,-0.0733907,1.17197,0
1178000,Chlorurus_atrilunula,Hipposcarus_harid,2.86179,0.670982,-0.0484469,0.1461,0
1179000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,1.0816,-0.242329,0.533839,0
1179000,Chlorurus_atrilunula,Hipposcarus_harid,2.83824,0.694182,-0.030544,0.226675,0
1180000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.419195,-0.0789028,0.568131,0
1180000,Chlorurus_atrilunula,Hipposcarus_harid,1.59051,0.4978,-0.0192516,0.0474603,0
1181000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.371443,-0.0522754,0.626375,0
1181000,Chlorurus_atrilunula,Hipposcarus_harid,1.22629,0.51087,0.276026,1.43108,0
1181000,Chlorurus_atrilunula,Hipposcarus_harid,1.91727,0.212564,0.0293211,0.021265,0
1182000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.386809,-0.0936101,0.28953,0
1182000,Scarus_rubroviolaceus_OM,Scarus_rubroviolaceus_SY,14.7744,0.82568,-0.197587,0.744722,0
1182000,Chlorurus_atrilunula,Scarus_altipinnis,7.94873,1.74055,-0.272743,0.0139188,0
1183000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0887901,-0.105933,0.0495277,0
1183000,Chlorurus_atrilunula,Scarus_altipinnis,4.80183,0.697495,-0.0456566,0.118165,0
1184000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.140817,0.0174772,0.16181,0
1184000,Scarus_rubroviolaceus_EP,Scarus_rubroviolaceus_GBR,14.93,0.429442,0.0352214,2.01514,0
1184000,Scarus_schlegeli,NA,14.337,0.57018,0.0409304,0.109853,0
1184000,Chlorurus_atrilunula,Scarus_altipinnis,8.74187,1.41099,-0.213478,0.113703,0
1185000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0921478,0.0781083,0.151519,0
1185000,Chlorurus_atrilunula,Scarus_altipinnis,8.85269,1.37693,-0.235746,0.158087,0
1186000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.347013,-0.195476,0.102819,0
1186000,Scarus_arabicus,NA,15.6832,0.781393,0.2249,1.76106,0
1186000,Chlorurus_atrilunula,Scarus_altipinnis,7.97781,2.10809,-0.258311,0.0808117,0
1187000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.472095,-0.144293,0.187949,0
1187000,Scarus_coelestinus,NA,14.3035,1.37861,-0.0565548,0.831186,0
1187000,Chlorurus_atrilunula,Scarus_altipinnis,8.70697,1.21527,-0.171558,0.187298,0
1188000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.219513,-0.176587,0.0726879,0
1188000,Chlorurus_capistratoides,NA,15.2151,0.577022,-0.031308,0.339674,0
1188000,Chlorurus_atrilunula,Scarus_altipinnis,8.73696,1.60006,-0.248024,0.185639,0
1189000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0987107,0.260434,0.0369605,0
1189000,Chlorurus_atrilunula,Scarus_altipinnis,8.4697,1.78369,-0.238127,0.15483,0
1190000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.0130911,0.0605795,0.336322,0
1190000,Chlorurus_atrilunula,Scarus_altipinnis,8.54326,1.29697,-0.217167,0.0700901,0
1190000,Hipposcarus_harid,Hipposcarus_longiceps,4.3508,0.072884,0.0686617,0.0519086,0
1191000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.068891,0.170893,0.232997,0
1191000,Chlorurus_atrilunula,Scarus_altipinnis,7.84193,1.48296,-0.221631,0.0400107,0
1191000,Scarus_scaber,NA,15.6773,0.264861,-0.0765132,1.82936,0
1192000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.17063,-0.165365,0.0366278,0
1192000,Chlorurus_bleekeri,NA,14.8209,0.897949,0.0685294,0.431119,0
1192000,Chlorurus_atrilunula,Scarus_altipinnis,8.58155,1.3522,-0.282945,0.0187469,0
1193000,Chlorurus_atrilunula,Cetoscarus_biocolor,0,0.238651,-0.0326958,0.11667,0
